stale_workbook,sheet,cell,old,new
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B66,,32
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,C66,,Assignment & Subletting
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D66,,Assignment Rights
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B67,,33
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D67,,Subletting Rights
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B68,,34
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D68,,Change of Control Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B69,,35
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D69,,Release of Guarantor on Assignment
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B71,,36
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,C71,,Termination & Default
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D71,,Early Termination Right
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B72,,37
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D72,,Termination Fee / Penalty
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B73,,38
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D73,,Default / Cure Periods
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B74,,39
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D74,,Co-Tenancy Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B75,,40
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D75,,Go-Dark Provision
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B77,,41
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,C77,,Other Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D77,,TI Allowance / Landlord Work
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B78,,42
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D78,,Signage Rights
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B79,,43
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D79,,Parking Allocation
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B80,,44
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D80,,Subordination / SNDA / Estoppel
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B81,,45
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D81,,Condemnation Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B82,,46
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D82,,Casualty / Damage Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B83,,47
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D83,,Holdover Provisions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B84,,48
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,D84,,Notices
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Lease Abstract,B86,,"Page: lease page #  ·  Lease Section: cite the specific section ref (e.g. 'Section 1.1(i)(a)')  ·  Source: 'Executed Lease', 'Amendment No. 1', etc.  ·  Operative Language: quote or paraphrase the actual lease provision"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B1,Pro Forma — 10-Year Investment Model,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A2,,PRO FORMA  —  10-YEAR INVESTMENT MODEL
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B2,[Property Name]  ·  Single-Tenant NNN  ·  Analysis Date: [Date]  ·  All assumptions → Assumptions & Flags tab,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A3,,Single-Tenant NNN  ·  All inputs on Assumptions & Flags tab  ·  Col C = Year 0 (purchase); Cols D–M = Operating Years 1–10
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B4,LINE ITEM,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,C4,NOTES,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D4,Year 1,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E4,Year 2,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F4,Year 3,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G4,Year 4,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H4,Year 5,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I4,Year 6,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J4,Year 7,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K4,Year 8,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L4,Year 9,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M4,Year 10,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,N4,Exit,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,C5,,Year 0 / Purchase
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D5,,Year 1
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E5,,Year 2
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F5,,Year 3
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G5,,Year 4
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H5,,Year 5
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I5,,Year 6
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J5,,Year 7
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K5,,Year 8
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L5,,Year 9
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M5,,Year 10
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A6,,Year-End Date
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B6,REVENUE,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+1,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+2,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+3,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+4,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+5,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+6,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+7,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+8,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+9,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M6,,"=IFERROR(DATE(YEAR('Assumptions & Flags'!$C$13)+10,MONTH('Assumptions & Flags'!$C$13),DAY('Assumptions & Flags'!$C$13)-1),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A7,,REVENUE
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B7,Base Rent  [Tenant Name],
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,C7,Annual,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D7,='Assumptions & Flags'!$C$9,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E7,"=IFERROR(IF(D7="""","""",D7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F7,"=IFERROR(IF(E7="""","""",E7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G7,"=IFERROR(IF(F7="""","""",F7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H7,"=IFERROR(IF(G7="""","""",G7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I7,"=IFERROR(IF(H7="""","""",H7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J7,"=IFERROR(IF(I7="""","""",I7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K7,"=IFERROR(IF(J7="""","""",J7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L7,"=IFERROR(IF(K7="""","""",K7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M7,"=IFERROR(IF(L7="""","""",L7*(1+'Assumptions & Flags'!$C$26)),"""")",
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A8,,Base Rent
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B8,Effective Gross Revenue,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,C8,Base Rent,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D8,"=IFERROR(IF(D7="""","""",D7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF('Assumptions & Flags'!$C$24="""","""",'Assumptions & Flags'!$C$24),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E8,"=IFERROR(IF(E7="""","""",E7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(D8="""","""",D8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F8,"=IFERROR(IF(F7="""","""",F7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(E8="""","""",E8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G8,"=IFERROR(IF(G7="""","""",G7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(F8="""","""",F8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H8,"=IFERROR(IF(H7="""","""",H7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(G8="""","""",G8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I8,"=IFERROR(IF(I7="""","""",I7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(H8="""","""",H8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J8,"=IFERROR(IF(J7="""","""",J7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(I8="""","""",I8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K8,"=IFERROR(IF(K7="""","""",K7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(J8="""","""",J8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L8,"=IFERROR(IF(L7="""","""",L7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(K8="""","""",K8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M8,"=IFERROR(IF(M7="""","""",M7*(1-'Assumptions & Flags'!$C$24)),"""")","=IFERROR(IF(L8="""","""",L8*(1+'Assumptions & Flags'!$C$25)),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,N8,,NNN base rent
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A9,,Tenant Reimbursements (NNN)
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,L9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,M9,,"=IFERROR(IF('Assumptions & Flags'!$C$26="""","""",'Assumptions & Flags'!$C$26),"""")"
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,N9,,From Assumptions
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,A10,,Other Income
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,B10,EXPENSES,
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,D10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,E10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,F10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,G10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,H10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,I10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,J10,,0
"C:\Users\scott\OneDrive - NorthMarq Capital, LLC\Team Briggs - Documents\_WORKFLOW\BOV_Master_NNN_Briggs.xlsx",Pro Forma,K10,,0
